K, CoverageSize
0, 0.003703703703703704
1, 0.003703703703703704
2, 0.003703703703703704
3, 0.003703703703703704
4, 0.003703703703703704
5, 0.003703703703703704
6, 0.003703703703703704
7, 0.003703703703703704
8, 0.003703703703703704
9, 0.003703703703703704
10, 0.003703703703703704
11, 0.003703703703703704
12, 0.003703703703703704
13, 0.003703703703703704
14, 0.003703703703703704
15, 0.003703703703703704
16, 0.003703703703703704
17, 0.003703703703703704
18, 0.003703703703703704
19, 0.003703703703703704
20, 0.003703703703703704
21, 0.003703703703703704
22, 0.003703703703703704
23, 0.003703703703703704
24, 0.003703703703703704
25, 0.003703703703703704
26, 0.003703703703703704
27, 0.003703703703703704
28, 0.003703703703703704
29, 0.003703703703703704
30, 0.003703703703703704
31, 0.003703703703703704
32, 0.003703703703703704
33, 0.003703703703703704
34, 0.003703703703703704
35, 0.003703703703703704
36, 0.003703703703703704
37, 0.003703703703703704
38, 0.003703703703703704
39, 0.003703703703703704
40, 0.003703703703703704
41, 0.003703703703703704
42, 0.003703703703703704
43, 0.003703703703703704
44, 0.003703703703703704
45, 0.003703703703703704
46, 0.003703703703703704
47, 0.003703703703703704
48, 0.003703703703703704
49, 0.003703703703703704
50, 0.003703703703703704
51, 0.003703703703703704
52, 0.003703703703703704
53, 0.003703703703703704
54, 0.003703703703703704
55, 0.003703703703703704
56, 0.003703703703703704
57, 0.003703703703703704
58, 0.003703703703703704
59, 0.003703703703703704
60, 0.003703703703703704
61, 0.003703703703703704
62, 0.003703703703703704
63, 0.003703703703703704
64, 0.003703703703703704
65, 0.003703703703703704
66, 0.003703703703703704
67, 0.003703703703703704
68, 0.003703703703703704
69, 0.003703703703703704
70, 0.003703703703703704
71, 0.003703703703703704
72, 0.003703703703703704
73, 0.003703703703703704
74, 0.003703703703703704
75, 0.003703703703703704
76, 0.003703703703703704
77, 0.003703703703703704
78, 0.003703703703703704
79, 0.003703703703703704
80, 0.003703703703703704
81, 0.003703703703703704
82, 0.003703703703703704
83, 0.003703703703703704
84, 0.003703703703703704
85, 0.003703703703703704
86, 0.003703703703703704
87, 0.003703703703703704
88, 0.003703703703703704
89, 0.003703703703703704
90, 0.003703703703703704
91, 0.003703703703703704
92, 0.003703703703703704
93, 0.003703703703703704
94, 0.003703703703703704
95, 0.003703703703703704
96, 0.003703703703703704
97, 0.003703703703703704
98, 0.003703703703703704
