K, CoverageSize
0, 0.007407407407407408
1, 0.007407407407407408
2, 0.007407407407407408
3, 0.007407407407407408
4, 0.007407407407407408
5, 0.007407407407407408
6, 0.007407407407407408
7, 0.007407407407407408
8, 0.007407407407407408
9, 0.007407407407407408
10, 0.007407407407407408
11, 0.007407407407407408
12, 0.007407407407407408
13, 0.007407407407407408
14, 0.007407407407407408
15, 0.007407407407407408
16, 0.007407407407407408
17, 0.007407407407407408
18, 0.007407407407407408
19, 0.007407407407407408
20, 0.007407407407407408
21, 0.007407407407407408
22, 0.007407407407407408
23, 0.007407407407407408
24, 0.007407407407407408
25, 0.007407407407407408
26, 0.007407407407407408
27, 0.007407407407407408
28, 0.007407407407407408
29, 0.007407407407407408
30, 0.007407407407407408
31, 0.007407407407407408
32, 0.007407407407407408
33, 0.007407407407407408
34, 0.007407407407407408
35, 0.007407407407407408
36, 0.007407407407407408
37, 0.007407407407407408
38, 0.007407407407407408
39, 0.007407407407407408
40, 0.007407407407407408
41, 0.007407407407407408
42, 0.007407407407407408
43, 0.007407407407407408
44, 0.007407407407407408
45, 0.007407407407407408
46, 0.007407407407407408
47, 0.007407407407407408
48, 0.007407407407407408
49, 0.007407407407407408
50, 0.007407407407407408
51, 0.007407407407407408
52, 0.007407407407407408
53, 0.007407407407407408
54, 0.007407407407407408
55, 0.007407407407407408
56, 0.007407407407407408
57, 0.007407407407407408
58, 0.007407407407407408
59, 0.007407407407407408
60, 0.007407407407407408
61, 0.007407407407407408
62, 0.007407407407407408
63, 0.007407407407407408
64, 0.007407407407407408
65, 0.007407407407407408
66, 0.007407407407407408
67, 0.007407407407407408
68, 0.007407407407407408
69, 0.007407407407407408
70, 0.007407407407407408
71, 0.007407407407407408
72, 0.007407407407407408
73, 0.007407407407407408
74, 0.007407407407407408
75, 0.007407407407407408
76, 0.007407407407407408
77, 0.007407407407407408
78, 0.007407407407407408
79, 0.007407407407407408
80, 0.007407407407407408
81, 0.007407407407407408
82, 0.007407407407407408
83, 0.007407407407407408
