K, CoverageSize
0, 0.004672897196261682
1, 0.004672897196261682
2, 0.004672897196261682
3, 0.004672897196261682
4, 0.004672897196261682
5, 0.004672897196261682
6, 0.004672897196261682
7, 0.004672897196261682
8, 0.004672897196261682
9, 0.004672897196261682
10, 0.004672897196261682
11, 0.004672897196261682
12, 0.004672897196261682
13, 0.004672897196261682
14, 0.004672897196261682
15, 0.004672897196261682
16, 0.004672897196261682
17, 0.004672897196261682
18, 0.004672897196261682
19, 0.004672897196261682
20, 0.004672897196261682
21, 0.004672897196261682
22, 0.004672897196261682
23, 0.004672897196261682
24, 0.004672897196261682
25, 0.004672897196261682
26, 0.004672897196261682
27, 0.004672897196261682
28, 0.004672897196261682
29, 0.004672897196261682
30, 0.004672897196261682
31, 0.004672897196261682
32, 0.004672897196261682
33, 0.004672897196261682
34, 0.004672897196261682
35, 0.004672897196261682
36, 0.004672897196261682
37, 0.004672897196261682
38, 0.004672897196261682
39, 0.004672897196261682
40, 0.004672897196261682
41, 0.004672897196261682
42, 0.004672897196261682
43, 0.004672897196261682
44, 0.004672897196261682
45, 0.004672897196261682
46, 0.004672897196261682
47, 0.004672897196261682
48, 0.004672897196261682
49, 0.004672897196261682
50, 0.004672897196261682
51, 0.004672897196261682
52, 0.004672897196261682
53, 0.004672897196261682
54, 0.004672897196261682
55, 0.004672897196261682
56, 0.004672897196261682
57, 0.004672897196261682
58, 0.004672897196261682
59, 0.004672897196261682
60, 0.004672897196261682
61, 0.004672897196261682
62, 0.004672897196261682
63, 0.004672897196261682
64, 0.004672897196261682
65, 0.004672897196261682
66, 0.004672897196261682
67, 0.004672897196261682
68, 0.004672897196261682
69, 0.004672897196261682
70, 0.004672897196261682
71, 0.004672897196261682
72, 0.004672897196261682
73, 0.004672897196261682
74, 0.004672897196261682
75, 0.004672897196261682
76, 0.004672897196261682
77, 0.004672897196261682
78, 0.004672897196261682
79, 0.004672897196261682
80, 0.004672897196261682
81, 0.004672897196261682
82, 0.004672897196261682
83, 0.004672897196261682
84, 0.004672897196261682
85, 0.004672897196261682
86, 0.004672897196261682
87, 0.004672897196261682
88, 0.004672897196261682
89, 0.004672897196261682
90, 0.004672897196261682
91, 0.004672897196261682
