K, CoverageSize
0, 0.004784688995215311
1, 0.004784688995215311
2, 0.004784688995215311
3, 0.004784688995215311
4, 0.004784688995215311
5, 0.004784688995215311
6, 0.004784688995215311
7, 0.004784688995215311
8, 0.004784688995215311
9, 0.004784688995215311
10, 0.004784688995215311
11, 0.004784688995215311
12, 0.004784688995215311
13, 0.004784688995215311
14, 0.004784688995215311
15, 0.004784688995215311
16, 0.004784688995215311
17, 0.004784688995215311
18, 0.004784688995215311
19, 0.004784688995215311
20, 0.004784688995215311
21, 0.004784688995215311
22, 0.004784688995215311
23, 0.004784688995215311
24, 0.004784688995215311
25, 0.004784688995215311
26, 0.004784688995215311
27, 0.004784688995215311
28, 0.004784688995215311
29, 0.004784688995215311
30, 0.004784688995215311
31, 0.004784688995215311
32, 0.004784688995215311
33, 0.004784688995215311
34, 0.004784688995215311
35, 0.004784688995215311
36, 0.004784688995215311
37, 0.004784688995215311
38, 0.004784688995215311
39, 0.004784688995215311
40, 0.004784688995215311
41, 0.004784688995215311
42, 0.004784688995215311
43, 0.004784688995215311
44, 0.004784688995215311
45, 0.004784688995215311
46, 0.004784688995215311
47, 0.004784688995215311
48, 0.004784688995215311
49, 0.004784688995215311
50, 0.004784688995215311
51, 0.004784688995215311
52, 0.004784688995215311
53, 0.004784688995215311
54, 0.004784688995215311
55, 0.004784688995215311
56, 0.004784688995215311
57, 0.004784688995215311
58, 0.004784688995215311
59, 0.004784688995215311
60, 0.004784688995215311
61, 0.004784688995215311
62, 0.004784688995215311
63, 0.004784688995215311
64, 0.004784688995215311
65, 0.004784688995215311
66, 0.004784688995215311
67, 0.004784688995215311
68, 0.004784688995215311
69, 0.004784688995215311
70, 0.004784688995215311
71, 0.004784688995215311
72, 0.004784688995215311
73, 0.004784688995215311
74, 0.004784688995215311
75, 0.004784688995215311
76, 0.004784688995215311
77, 0.004784688995215311
78, 0.004784688995215311
79, 0.004784688995215311
80, 0.004784688995215311
81, 0.004784688995215311
82, 0.004784688995215311
83, 0.004784688995215311
84, 0.004784688995215311
85, 0.004784688995215311
86, 0.004784688995215311
87, 0.004784688995215311
88, 0.004784688995215311
89, 0.004784688995215311
90, 0.004784688995215311
91, 0.004784688995215311
92, 0.004784688995215311
93, 0.004784688995215311
94, 0.004784688995215311
95, 0.004784688995215311
96, 0.004784688995215311
97, 0.004784688995215311
98, 0.004784688995215311
99, 0.004784688995215311
100, 0.004784688995215311
101, 0.004784688995215311
102, 0.004784688995215311
103, 0.004784688995215311
104, 0.004784688995215311
105, 0.004784688995215311
106, 0.004784688995215311
107, 0.004784688995215311
108, 0.009569377990430622
109, 0.004784688995215311
110, 0.004784688995215311
111, 0.004784688995215311
112, 0.004784688995215311
113, 0.004784688995215311
114, 0.004784688995215311
115, 0.004784688995215311
116, 0.004784688995215311
117, 0.004784688995215311
118, 0.004784688995215311
119, 0.004784688995215311
120, 0.004784688995215311
121, 0.004784688995215311
122, 0.004784688995215311
123, 0.004784688995215311
124, 0.004784688995215311
125, 0.004784688995215311
126, 0.004784688995215311
127, 0.004784688995215311
128, 0.004784688995215311
129, 0.004784688995215311
130, 0.004784688995215311
131, 0.004784688995215311
132, 0.004784688995215311
133, 0.004784688995215311
134, 0.004784688995215311
135, 0.004784688995215311
136, 0.004784688995215311
137, 0.004784688995215311
138, 0.004784688995215311
139, 0.004784688995215311
140, 0.004784688995215311
141, 0.004784688995215311
142, 0.004784688995215311
143, 0.004784688995215311
144, 0.004784688995215311
145, 0.004784688995215311
146, 0.004784688995215311
147, 0.004784688995215311
148, 0.004784688995215311
149, 0.004784688995215311
150, 0.004784688995215311
151, 0.004784688995215311
152, 0.004784688995215311
153, 0.004784688995215311
154, 0.004784688995215311
155, 0.004784688995215311
156, 0.004784688995215311
157, 0.004784688995215311
158, 0.004784688995215311
159, 0.004784688995215311
160, 0.004784688995215311
161, 0.004784688995215311
162, 0.004784688995215311
163, 0.004784688995215311
164, 0.004784688995215311
165, 0.004784688995215311
166, 0.004784688995215311
167, 0.004784688995215311
168, 0.004784688995215311
169, 0.004784688995215311
170, 0.004784688995215311
171, 0.004784688995215311
172, 0.004784688995215311
173, 0.004784688995215311
174, 0.004784688995215311
175, 0.004784688995215311
176, 0.004784688995215311
177, 0.004784688995215311
178, 0.004784688995215311
179, 0.004784688995215311
180, 0.004784688995215311
181, 0.004784688995215311
182, 0.004784688995215311
183, 0.004784688995215311
184, 0.004784688995215311
185, 0.004784688995215311
186, 0.004784688995215311
187, 0.009569377990430622
188, 0.004784688995215311
189, 0.004784688995215311
190, 0.004784688995215311
191, 0.004784688995215311
192, 0.004784688995215311
193, 0.004784688995215311
194, 0.004784688995215311
195, 0.004784688995215311
196, 0.004784688995215311
197, 0.009569377990430622
198, 0.004784688995215311
199, 0.004784688995215311
200, 0.004784688995215311
201, 0.004784688995215311
202, 0.004784688995215311
203, 0.004784688995215311
204, 0.004784688995215311
205, 0.004784688995215311
206, 0.004784688995215311
207, 0.004784688995215311
208, 0.004784688995215311
209, 0.004784688995215311
210, 0.004784688995215311
211, 0.004784688995215311
212, 0.004784688995215311
213, 0.004784688995215311
214, 0.004784688995215311
215, 0.004784688995215311
216, 0.004784688995215311
217, 0.004784688995215311
218, 0.004784688995215311
219, 0.004784688995215311
220, 0.004784688995215311
221, 0.004784688995215311
222, 0.004784688995215311
223, 0.004784688995215311
224, 0.004784688995215311
225, 0.004784688995215311
226, 0.004784688995215311
227, 0.004784688995215311
228, 0.004784688995215311
229, 0.004784688995215311
230, 0.004784688995215311
231, 0.004784688995215311
232, 0.004784688995215311
233, 0.004784688995215311
234, 0.004784688995215311
235, 0.004784688995215311
236, 0.004784688995215311
237, 0.004784688995215311
238, 0.004784688995215311
239, 0.004784688995215311
240, 0.004784688995215311
241, 0.004784688995215311
242, 0.004784688995215311
243, 0.004784688995215311
244, 0.004784688995215311
245, 0.004784688995215311
246, 0.004784688995215311
247, 0.004784688995215311
248, 0.004784688995215311
249, 0.004784688995215311
250, 0.004784688995215311
251, 0.004784688995215311
252, 0.004784688995215311
253, 0.004784688995215311
254, 0.004784688995215311
255, 0.004784688995215311
256, 0.004784688995215311
257, 0.004784688995215311
258, 0.004784688995215311
259, 0.004784688995215311
260, 0.004784688995215311
261, 0.004784688995215311
262, 0.004784688995215311
263, 0.004784688995215311
264, 0.004784688995215311
265, 0.004784688995215311
266, 0.004784688995215311
267, 0.004784688995215311
268, 0.004784688995215311
269, 0.004784688995215311
270, 0.004784688995215311
271, 0.004784688995215311
272, 0.004784688995215311
273, 0.004784688995215311
274, 0.004784688995215311
275, 0.004784688995215311
276, 0.004784688995215311
277, 0.004784688995215311
278, 0.004784688995215311
279, 0.004784688995215311
280, 0.004784688995215311
281, 0.004784688995215311
282, 0.004784688995215311
283, 0.004784688995215311
284, 0.004784688995215311
285, 0.004784688995215311
286, 0.004784688995215311
287, 0.004784688995215311
288, 0.004784688995215311
289, 0.004784688995215311
290, 0.004784688995215311
291, 0.004784688995215311
292, 0.004784688995215311
293, 0.004784688995215311
294, 0.004784688995215311
295, 0.004784688995215311
296, 0.004784688995215311
297, 0.004784688995215311
298, 0.004784688995215311
299, 0.004784688995215311
300, 0.004784688995215311
301, 0.004784688995215311
302, 0.004784688995215311
303, 0.004784688995215311
304, 0.004784688995215311
305, 0.004784688995215311
306, 0.004784688995215311
307, 0.004784688995215311
308, 0.004784688995215311
309, 0.004784688995215311
310, 0.009569377990430622
311, 0.004784688995215311
312, 0.004784688995215311
313, 0.004784688995215311
314, 0.004784688995215311
315, 0.004784688995215311
316, 0.004784688995215311
317, 0.004784688995215311
318, 0.004784688995215311
319, 0.004784688995215311
320, 0.004784688995215311
321, 0.004784688995215311
322, 0.004784688995215311
323, 0.004784688995215311
324, 0.004784688995215311
325, 0.004784688995215311
326, 0.004784688995215311
327, 0.004784688995215311
328, 0.004784688995215311
329, 0.004784688995215311
330, 0.004784688995215311
331, 0.004784688995215311
332, 0.004784688995215311
333, 0.004784688995215311
334, 0.004784688995215311
335, 0.004784688995215311
336, 0.004784688995215311
337, 0.004784688995215311
338, 0.004784688995215311
339, 0.004784688995215311
340, 0.004784688995215311
341, 0.004784688995215311
